SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL
25579,"71011","4","Collectable Minifigures","Series 15","2016","Clumsy Guy",1,,,,,,"http://images.brickset.com/sets/images/71011-4.jpg"
25580,"71011","5","Collectable Minifigures","Series 15","2016","Tribal Woman",1,,,,,,"http://images.brickset.com/sets/images/71011-5.jpg"
25581,"71011","6","Collectable Minifigures","Series 15","2016","Flying Warrior",1,,,,,,"http://images.brickset.com/sets/images/71011-6.jpg"
25582,"71011","7","Collectable Minifigures","Series 15","2016","Faun",1,,,,,,"http://images.brickset.com/sets/images/71011-7.jpg"
25583,"71011","8","Collectable Minifigures","Series 15","2016","Animal Control Officer",1,,,,,,"http://images.brickset.com/sets/images/71011-8.jpg"
25584,"71011","9","Collectable Minifigures","Series 15","2016","Janitor",1,,,,,,"http://images.brickset.com/sets/images/71011-9.jpg"
25585,"71011","10","Collectable Minifigures","Series 15","2016","Ballerina",1,,,,,,"http://images.brickset.com/sets/images/71011-10.jpg"
25586,"71011","11","Collectable Minifigures","Series 15","2016","Laser Mech",1,,,,,,"http://images.brickset.com/sets/images/71011-11.jpg"
25587,"71011","12","Collectable Minifigures","Series 15","2016","Kendo Fighter",1,,,,,,"http://images.brickset.com/sets/images/71011-12.jpg"
25588,"71011","13","Collectable Minifigures","Series 15","2016","Shark Suit Guy",1,,,,,,"http://images.brickset.com/sets/images/71011-13.jpg"
25589,"71011","14","Collectable Minifigures","Series 15","2016","Wrestling Champion",1,,,,,,"http://images.brickset.com/sets/images/71011-14.jpg"
25590,"71011","15","Collectable Minifigures","Series 15","2016","Jewel Thief",1,,,,,,"http://images.brickset.com/sets/images/71011-15.jpg"
25591,"71011","16","Collectable Minifigures","Series 15","2016","Queen",1,,,,,,"http://images.brickset.com/sets/images/71011-16.jpg"
25593,"71011","17","Collectable Minifigures","Series 15","2016","LEGO Minifigures - Series 15 - Complete",16,0,,,,,"http://images.brickset.com/sets/images/71011-17.jpg"
25594,"71011","18","Collectable Minifigures","Series 15","2016","LEGO Minifigures - Series 15 - Sealed Box",,,2.49,3.99,3.99,2.99,"http://images.brickset.com/sets/images/71011-18.jpg"
25665,"71012","0","Collectable Minifigures","Disney","2016","LEGO Minifigures - Disney Series {Random bag}",,,,,,,
25970,"71012","1","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25971,"71012","2","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25972,"71012","3","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25973,"71012","4","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25974,"71012","5","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25975,"71012","6","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25976,"71012","7","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25977,"71012","8","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25978,"71012","9","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25979,"71012","10","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25980,"71012","11","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25981,"71012","12","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25982,"71012","13","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25983,"71012","14","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25984,"71012","15","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25985,"71012","16","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25986,"71012","17","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25987,"71012","18","Collectable Minifigures","Disney","2016","{?}",,,,,,,
25666,"71012","19","Collectable Minifigures","Disney","2016","LEGO Minifigures - Disney Series - Complete",,,,,,,
25667,"71012","20","Collectable Minifigures","Disney","2016","LEGO Minifigures - Disney Series - Sealed Box",,,,,,,
25988,"71013","0","Collectable Minifigures","Series 16","2016","LEGO Minifigures - Series 16 {Random bag}",,,,,,,
25991,"71013","1","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25992,"71013","2","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25993,"71013","3","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25994,"71013","4","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25995,"71013","5","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25996,"71013","6","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25997,"71013","7","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25998,"71013","8","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25999,"71013","9","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26000,"71013","10","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26001,"71013","11","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26002,"71013","12","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26003,"71013","13","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26004,"71013","14","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26005,"71013","15","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
26006,"71013","16","Collectable Minifigures","Series 16","2016","{?}",,,,,,,
25989,"71013","17","Collectable Minifigures","Series 16","2016","LEGO Minifigures - Series 16 - Complete",,,,,,,
25990,"71013","18","Collectable Minifigures","Series 16","2016","LEGO Minifigures - Series 16 - Sealed Box",,,,,,,
25848,"71040","1","Advanced Models","","2016","{Minifigures D2C}",,,,,,,
24659,"71228","1","Dimensions","Level Pack","2016","Level Pack: Ghostbusters",1,115,29.99,29.99,29.99,29.99,"http://images.brickset.com/sets/images/71228-1.jpg"
24552,"71229","1","Dimensions","Team Pack","2016","Team Pack: Joker and Harley Quinn",2,92,29.99,24.99,24.99,24.99,"http://images.brickset.com/sets/images/71229-1.jpg"
24548,"71230","1","Dimensions","Fun Pack","2016","Fun Pack: Doc Brown",1,69,14.99,14.99,14.99,14.99,"http://images.brickset.com/sets/images/71230-1.jpg"
24661,"71233","1","Dimensions","Fun Pack","2016","Fun Pack: Stay Puft",,65,,14.99,,,"http://images.brickset.com/sets/images/71233-1.jpg"
24551,"71234","1","Dimensions","Fun Pack","2016","Fun Pack: Sensei Wu",1,58,14.99,14.99,14.99,14.99,"http://images.brickset.com/sets/images/71234-1.jpg"
24807,"71235","1","Dimensions","Level Pack","2016","Level Pack: Midway Arcade",,96,,29.99,,,"http://images.brickset.com/sets/images/71235-1.jpg"
24550,"71236","1","Dimensions","Fun Pack","2016","Fun Pack: Superman",,48,,,,,"http://images.brickset.com/sets/images/71236-1.jpg"
24546,"71237","1","Dimensions","Fun Pack","2016","Fun Pack: Aquaman",,43,,,,,"http://images.brickset.com/sets/images/71237-1.jpg"
24618,"71238","1","Dimensions","Fun Pack","2016","Fun Pack: Cyberman",1,40,14.99,14.99,14.99,14.99,"http://images.brickset.com/sets/images/71238-1.jpg"
24549,"71239","1","Dimensions","Fun Pack","2016","Fun Pack: Gold Ninja",,56,,,,,"http://images.brickset.com/sets/images/71239-1.jpg"
24547,"71240","1","Dimensions","Fun Pack","2016","Fun Pack: Bane",,52,,,,,"http://images.brickset.com/sets/images/71240-1.jpg"
24660,"71241","1","Dimensions","Fun Pack","2016","Fun Pack: Slimer",,33,,14.99,,,"http://images.brickset.com/sets/images/71241-1.jpg"
24934,"71242","1","Dimensions","","2016","{?}",,,,,,,
24935,"71243","1","Dimensions","","2016","{?}",,,,,,,
24936,"71244","1","Dimensions","","2016","{?}",,,,,,,
24937,"71245","1","Dimensions","","2016","{?}",,,,,,,
24938,"71246","1","Dimensions","","2016","{?}",,,,,,,
24939,"71247","1","Dimensions","","2016","{?}",,,,,,,
24940,"71248","1","Dimensions","","2016","{?}",,,,,,,
24941,"71249","1","Dimensions","","2016","{?}",,,,,,,
24942,"71250","1","Dimensions","","2016","{?}",,,,,,,
24943,"71251","1","Dimensions","","2016","{?}",,,,,,,
24944,"71252","1","Dimensions","","2016","{?}",,,,,,,
24945,"71253","1","Dimensions","","2016","{?}",,,,,,,
24946,"71254","1","Dimensions","","2016","{?}",,,,,,,
24947,"71255","1","Dimensions","","2016","{?}",,,,,,,
24948,"71256","1","Dimensions","","2016","{?}",,,,,,,
24949,"71257","1","Dimensions","","2016","{?}",,,,,,,
24950,"71258","1","Dimensions","","2016","{?}",,,,,,,
24951,"71259","1","Dimensions","","2016","{?}",,,,,,,
24952,"71260","1","Dimensions","","2016","{?}",,,,,,,
24953,"71261","1","Dimensions","","2016","{?}",,,,,,,
24954,"71262","1","Dimensions","","2016","{?}",,,,,,,
24955,"71263","1","Dimensions","","2016","{?}",,,,,,,
24956,"71300","1","Bionicle","companions","2016","Uxar - Creature of Jungle",,89,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/71300-1.jpg"
24666,"71301","1","Bionicle","Companions","2016","Ketar - Creature of Stone",,80,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/71301-1.jpg"
24667,"71302","1","Bionicle","Companions","2016","Akida - Creature of Water",,120,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/71302-1.jpg"
24668,"71303","1","Bionicle","Companions","2016","Ikir - Creature of Fire",,77,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/71303-1.jpg"
24669,"71304","1","Bionicle","Companions","2016","Terak - Creature of Earth",,74,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/71304-1.jpg"
24670,"71305","1","Bionicle","Toa","2016","Lewa - Uniter of Jungle",,79,9.99,14.99,17.99,14.99,"http://images.brickset.com/sets/images/71305-1.jpg"
24671,"71306","1","Bionicle","Toa","2016","Pohatu - Uniter of Stone",,90,9.99,14.99,17.99,14.99,"http://images.brickset.com/sets/images/71306-1.jpg"
24672,"71307","1","Bionicle","Toa","2016","Gali - Uniter of Water",,87,9.99,14.99,17.99,14.99,"http://images.brickset.com/sets/images/71307-1.jpg"
24673,"71308","1","Bionicle","Toa","2016","Tahu - Uniter of Fire",,132,14.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/71308-1.jpg"
24957,"71309","1","Bionicle","Toa","2016","Onua - Uniter of Earth",,143,14.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/71309-1.jpg"
24674,"71310","1","Bionicle","Reboot Villains","2016","Umarak the Hunter",,172,14.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/71310-1.jpg"
24806,"71311","1","Bionicle","Miscellaneous","2016","Kopaka and Melum - Unity set",,171,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/71311-1.jpg"
25643,"71312","1","Bionicle","Miscellaneous","2016","Ekimu the Mask Maker",,94,,14.99,,,
25644,"71313","1","Bionicle","Reboot Villains","2016","Lava Beast",,114,,14.99,,,
25645,"71314","1","Bionicle","Reboot Villains","2016","Storm Beast",,109,,14.99,,,
25646,"71315","1","Bionicle","Reboot Villains","2016","Quake Beast",,102,,14.99,,,
25647,"71316","1","Bionicle","Reboot Villains","2016","Umarak the Destroyer",,191,,24.99,,,
24627,"75098","1","Star Wars","Ultimate Collector Series","2016","Assault on Hoth",,2144,219.99,249.99,,249.99,"http://images.brickset.com/sets/images/75098-1.jpg"
24778,"75113","1","Star Wars","Buildable Figures","2016","Rey",,84,14.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/75113-1.jpg"
24779,"75114","1","Star Wars","Buildable Figures","2016","First Order Stormtrooper",,81,14.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/75114-1.jpg"
24780,"75115","1","Star Wars","Buildable Figures","2016","Poe Dameron",,102,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/75115-1.jpg"
24781,"75116","1","Star Wars","Buildable Figures","2016","Finn",,98,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/75116-1.jpg"
24782,"75117","1","Star Wars","Buildable Figures","2016","Kylo Ren",,86,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/75117-1.jpg"
24783,"75118","1","Star Wars","Buildable Figures","2016","Captain Phasma",,82,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/75118-1.jpg"
25607,"75119","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
25608,"75120","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
25609,"75121","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
24958,"75122","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
25947,"75123","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
25948,"75124","1","Star Wars","Buildable Figures","2016","{?}",,,,,,,
24784,"75125","1","Star Wars","MicroFighters","2016","Resistance X-wing Fighter",1,87,8.99,9.99,,9.99,"http://images.brickset.com/sets/images/75125-1.jpg"
24785,"75126","1","Star Wars","MicroFighters","2016","First Order Snowspeeder",1,91,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/75126-1.jpg"
24786,"75127","1","Star Wars","MicroFighters","2016","The Ghost",1,104,8.99,9.99,,9.99,"http://images.brickset.com/sets/images/75127-1.jpg"
24787,"75128","1","Star Wars","MicroFighters","2016","TIE Advanced Prototype",1,93,8.99,9.99,,9.99,"http://images.brickset.com/sets/images/75128-1.jpg"
24788,"75129","1","Star Wars","MicroFighters","2016","Wookiee Gunship",1,84,8.99,9.99,,9.99,"http://images.brickset.com/sets/images/75129-1.jpg"
24789,"75130","1","Star Wars","MicroFighters","2016","AT-DP",1,76,8.99,9.99,,9.99,"http://images.brickset.com/sets/images/75130-1.jpg"
24790,"75131","1","Star Wars","The Force Awakens","2016","Resistance Trooper Battle Pack",4,112,11.99,12.99,15.99,16.99,"http://images.brickset.com/sets/images/75131-1.jpg"
