SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL
26055,"30375","1","Elves","","2016","Sira's Adventurous Airglider",,,,,,,
25911,"30396","1","Friends","","2016","Cupcake Stall",,,,,,,"http://images.brickset.com/sets/images/30396-1.jpg"
24985,"30397","1","Disney Princess","Frozen","2016","Olaf's Summertime Fun",1,,,,,,"http://images.brickset.com/sets/images/30397-1.jpg"
25855,"30398","1","Friends","Adventure Camp","2016","Adventure Camp Bridge",1,37,,,,,"http://images.brickset.com/sets/images/30398-1.jpg"
24996,"30421","1","Ninjago","Skybound","2016","Skybound Plane",,30,,,,,"http://images.brickset.com/sets/images/30421-1.jpg"
24997,"30422","1","Ninjago","Skybound","2016","Kai's Mini Dragon",,39,,,,,"http://images.brickset.com/sets/images/30422-1.jpg"
24986,"30446","1","DC Comics Super Heroes","Batman v Superman: Dawn of Justice","2016","The Batmobile",,63,,3.99,,,"http://images.brickset.com/sets/images/30446-1.jpg"
26064,"30447","1","Marvel Super Heroes","Captain America: Civil War","2016","Captain America's Motorcycle ",,,,,,,
25945,"30448","1","Marvel Super Heroes","Ultimate Spider-Man","2016","Spider-Man vs. The Venom Symbiote",,49,,,,,"http://images.brickset.com/sets/images/30448-1.jpg"
24998,"30471","1","Creator","","2016","Helicopter",,,,,,,"http://images.brickset.com/sets/images/30471-1.jpg"
24999,"30472","1","Creator","","2016","Parrot",,43,,,,,"http://images.brickset.com/sets/images/30472-1.jpg"
25912,"30473","1","Juniors","","2016","Racer",,,,,,,"http://images.brickset.com/sets/images/30473-1.jpg"
25000,"30474","1","Creator","Seasonal","2016","Reindeer",,,,,,,"http://images.brickset.com/sets/images/30474-1.jpg"
26063,"30603","1","DC Comics Super Heroes","Classic Batman TV Series","2016","Batman Classic TV Series - Mr. Freeze",,16,,,,,"http://images.brickset.com/sets/images/30603-1.jpg"
25001,"30604","1","DC Comics Super Heroes","","2016","Cosmic Boy",,,,,,,"http://images.brickset.com/sets/images/30604-1.jpg"
25598,"30605","1","Star Wars","The Force Awakens","2016","Finn (FN-2187)",1,5,,,,,"http://images.brickset.com/sets/images/30605-1.jpg"
24894,"31040","1","Creator","","2016","Desert Racers",,65,4.99,4.99,6.99,4.99,"http://images.brickset.com/sets/images/31040-1.jpg"
24895,"31041","1","Creator","","2016","Construction Vehicles",,64,4.99,4.99,6.99,4.99,"http://images.brickset.com/sets/images/31041-1.jpg"
24690,"31042","1","Creator","","2016","Super Soarer",,100,9.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/31042-1.jpg"
24691,"31043","1","Creator","","2016","Chopper Transporter",,124,9.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/31043-1.jpg"
24692,"31044","1","Creator","","2016","Park Animals",,202,12.99,14.99,19.99,14.99,"http://images.brickset.com/sets/images/31044-1.jpg"
24693,"31045","1","Creator","","2016","Ocean Explorer",,213,12.99,14.99,19.99,14.99,"http://images.brickset.com/sets/images/31045-1.jpg"
24896,"31046","1","Creator","","2016","Fast Car",,222,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/31046-1.jpg"
24694,"31047","1","Creator","","2016","Propeller Plane",,230,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/31047-1.jpg"
24695,"31048","1","Creator","","2016","Lakeside Lodge",1,368,19.99,29.99,39.99,24.99,"http://images.brickset.com/sets/images/31048-1.jpg"
25616,"31049","1","Creator","","2016","Dual Rotor Helicopter",,,19.99,,,,"http://images.brickset.com/sets/images/31049-1.jpg"
24696,"31050","1","Creator","","2016","Corner Deli",2,467,27.99,39.99,49.99,34.99,"http://images.brickset.com/sets/images/31050-1.jpg"
25613,"31051","1","Creator","","2016","Cape Lighthouse",,,39.99,,,,"http://images.brickset.com/sets/images/31051-1.jpg"
25614,"31052","1","Creator","","2016","Vacation Getaways",,,49.99,,,,"http://images.brickset.com/sets/images/31052-1.jpg"
25615,"31053","1","Creator","","2016","Tree House Adventures",,,24.99,,,,"http://images.brickset.com/sets/images/31053-1.jpg"
26062,"40165","1","Miscellaneous","","2016","Minifigure Wedding Favour Set",,89,,,,,"http://images.brickset.com/sets/images/40165-1.jpg"
24987,"40201","1","Seasonal","Valentine's Day","2016","Valentine's Cupid Dog",,150,8.49,9.99,11.99,9.99,"http://images.brickset.com/sets/images/40201-1.jpg"
24988,"40202","1","Seasonal","Easter","2016","Easter Chick",,111,,9.99,,,
24989,"40207","1","Creator","Chinese New Year","2016","Year of the Monkey",,165,,,,,"http://images.brickset.com/sets/images/40207-1.jpg"
25963,"40208","1","Promotional","Monthly Mini Model Build","2016","Polar Bear",,,,,,,"http://images.brickset.com/sets/images/40208-1.jpg"
24990,"40209","1","Promotional","Monthly Mini Model Build","2016","Snowmobile",,,,,,,"http://images.brickset.com/sets/images/40209-1.jpg"
24991,"40221","1","Seasonal","","2016","{?}",,,,,,,
26016,"40223","1","Seasonal","Christmas","2016","Christmas Ornament",,,,,,,"http://images.brickset.com/sets/images/40223-1.jpg"
25905,"40227","1","Promotional","","2016","MSC Meraviglia",,180,,,,,"http://images.brickset.com/sets/images/40227-1.jpg"
26022,"41065","1","Disney Princess","Tangled","2016","Rapunzel's Best Day Ever",,145,19.99,,,,
24625,"41066","1","Disney Princess","Frozen","2016","Anna & Kristoff's Sleigh Adventure",2,174,24.99,29.99,39.99,29.99,"http://images.brickset.com/sets/images/41066-1.jpg"
25933,"41067","1","Disney Princess","Beauty and the Beast","2016","Belle's Enchanted Castle",,374,49.99,,,,
24626,"41068","1","Disney Princess","Frozen","2016","Arendelle Castle Celebration",6,477,49.99,59.99,74.99,59.99,"http://images.brickset.com/sets/images/41068-1.jpg"
24703,"41069","1","Disney Princess","Palace Pets","2016","Treasure's Day at the Pool",,70,6.99,5.99,7.99,7.99,"http://images.brickset.com/sets/images/41069-1.jpg"
24728,"41110","1","Friends","Party","2016","Birthday Party",,191,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/41110-1.jpg"
24729,"41111","1","Friends","Party","2016","Party Train",1,109,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/41111-1.jpg"
24897,"41112","1","Friends","Party","2016","Party Cakes",,50,3.99,4.99,6.99,4.99,"http://images.brickset.com/sets/images/41112-1.jpg"
24898,"41113","1","Friends","Party","2016","Party Gift Shop",,52,3.99,4.99,6.99,4.99,"http://images.brickset.com/sets/images/41113-1.jpg"
24899,"41114","1","Friends","Party","2016","Party Styling",,54,3.99,4.99,6.99,4.99,"http://images.brickset.com/sets/images/41114-1.jpg"
24730,"41115","1","Friends","","2016","Emma's Creative Workshop",1,108,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/41115-1.jpg"
24731,"41116","1","Friends","","2016","Olivia's Exploration Car",1,185,12.99,14.99,17.99,14.99,"http://images.brickset.com/sets/images/41116-1.jpg"
24732,"41117","1","Friends","Pop Star","2016","Pop Star TV Studio",1,194,17.99,19.99,24.99,24.99,"http://images.brickset.com/sets/images/41117-1.jpg"
24733,"41118","1","Friends","","2016","Heartlake Supermarket",2,313,29.99,29.99,39.99,34.99,"http://images.brickset.com/sets/images/41118-1.jpg"
24734,"41119","1","Friends","","2016","Heartlake Cupcake Cafe",2,439,34.99,39.99,49.99,39.99,"http://images.brickset.com/sets/images/41119-1.jpg"
24735,"41120","1","Friends","Adventure Camp","2016","Adventure Camp Archery",1,114,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/41120-1.jpg"
24736,"41121","1","Friends","Adventure Camp","2016","Adventure Camp Rafting",,320,24.99,29.99,39.99,29.99,"http://images.brickset.com/sets/images/41121-1.jpg"
24900,"41122","1","Friends","Adventure Camp","2016","Adventure Camp Tree House",,726,59.99,79.99,99.99,69.99,"http://images.brickset.com/sets/images/41122-1.jpg"
25934,"41123","1","Friends","Vet","2016","Foal's Washing Station",,,8.99,,,,
25935,"41124","1","Friends","Vet","2016","Puppy Daycare",,,24.99,,,,"http://images.brickset.com/sets/images/41124-1.jpg"
25936,"41125","1","Friends","","2016","Horse Trailer",,,34.99,,,,
25937,"41126","1","Friends","","2016","Horse Riding Club",,,49.99,,,,
25938,"41127","1","Friends","Amusement Park","2016","Amusement Park Arcade",,,12.99,,,,"http://images.brickset.com/sets/images/41127-1.jpg"
25939,"41128","1","Friends","Amusement Park","2016","Amusement Park Space Ride",,,17.99,,,,"http://images.brickset.com/sets/images/41128-1.jpg"
25940,"41129","1","Friends","Amusement Park","2016","Amusement Park Hot Dog Stand",,,24.99,,,,"http://images.brickset.com/sets/images/41129-1.jpg"
25941,"41130","1","Friends","Amusement Park","2016","Amusement Park Rollercoaster",,,89.99,,,,
26023,"41131","1","Friends","Seasonal","2016","Friends Advent Calendar",,218,,,,,
26044,"41133","1","Friends","Amusement Park","2016","Amusement Park Bumper Cars",,,,,,,
26045,"41134","1","Friends","","2016","Heartlake Performance School",,,,,,,
24737,"41135","1","Friends","Pop Star","2016","Livi's Pop Star House",2,597,49.99,49.99,59.99,54.99,"http://images.brickset.com/sets/images/41135-1.jpg"
24704,"41140","1","Disney Princess","Palace Pets","2016","Daisy's Beauty Salon",,98,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/41140-1.jpg"
24705,"41141","1","Disney Princess","Palace Pets","2016","Pumpkin's Royal Carriage",,79,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/41141-1.jpg"
24706,"41142","1","Disney Princess","Palace Pets","2016","Palace Pets Royal Castle",,186,19.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/41142-1.jpg"
24722,"41171","1","Elves","","2016","Emily Jones & the Baby Wind Dragon",,80,,9.99,,,"http://images.brickset.com/sets/images/41171-1.jpg"
24723,"41172","1","Elves","","2016","The Water Dragon Adventure",,212,,19.99,,,"http://images.brickset.com/sets/images/41172-1.jpg"
24724,"41173","1","Elves","","2016","Elvendale School of Dragons",,230,,19.99,,,"http://images.brickset.com/sets/images/41173-1.jpg"
24725,"41174","1","Elves","","2016","The Starlight Inn",,343,,29.99,,,"http://images.brickset.com/sets/images/41174-1.jpg"
24726,"41175","1","Elves","","2016","Fire Dragon's Lava Cave",,441,,39.99,,,"http://images.brickset.com/sets/images/41175-1.jpg"
24727,"41176","1","Elves","","2016","The Secret Market Place",,691,,59.99,,,"http://images.brickset.com/sets/images/41176-1.jpg"
26024,"41177","1","Elves","","2016","The Precious Crystal Mine",,273,24.99,29.99,,,"http://images.brickset.com/sets/images/41177-1.jpg"
26025,"41178","1","Elves","","2016","The Dragon Sanctuary",,585,34.99,49.99,,,
26026,"41179","1","Elves","","2016","Queen Dragon's Rescue",,833,59.99,69.99,,,
26027,"41180","1","Elves","","2016","Ragana's Magic Shadow Castle",,1014,74.99,99.99,,,
24620,"41554","1","Mixels","Series 7","2016","Kuffs",,63,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41554-1.jpg"
24901,"41555","1","Mixels","Series 7","2016","Busto",,69,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41555-1.jpg"
24902,"41556","1","Mixels","Series 7","2016","Tiketz",,62,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41556-1.jpg"
24621,"41557","1","Mixels","Series 7","2016","Camillot",,64,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41557-1.jpg"
24903,"41558","1","Mixels","Series 7","2016","Mixadel",,63,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41558-1.jpg"
24904,"41559","1","Mixels","Series 7","2016","Paladum",,64,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41559-1.jpg"
24619,"41560","1","Mixels","Series 7","2016","Jamzy",,70,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41560-1.jpg"
24905,"41561","1","Mixels","Series 7","2016","Tapsy",,57,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41561-1.jpg"
24906,"41562","1","Mixels","Series 7","2016","Trumpsy",,54,3,4.99,5.99,3.99,"http://images.brickset.com/sets/images/41562-1.jpg"
25002,"41563","1","Mixels","Series 8","2016","Splasho",,67,,4.99,,,"http://images.brickset.com/sets/images/41563-1.jpg"
25003,"41564","1","Mixels","Series 8","2016","Aquad",,70,,4.99,,,"http://images.brickset.com/sets/images/41564-1.jpg"
25004,"41565","1","Mixels","Series 8","2016","Hydro",,70,,4.99,,,"http://images.brickset.com/sets/images/41565-1.jpg"
25005,"41566","1","Mixels","Series 8","2016","Sharx",,55,,4.99,,,"http://images.brickset.com/sets/images/41566-1.jpg"
25006,"41567","1","Mixels","Series 8","2016","Skulzy",,66,,4.99,,,"http://images.brickset.com/sets/images/41567-1.jpg"
25007,"41568","1","Mixels","Series 8","2016","Lewt",,62,,4.99,,,"http://images.brickset.com/sets/images/41568-1.jpg"
25008,"41569","1","Mixels","Series 8","2016","Surgeo",,63,,4.99,,,"http://images.brickset.com/sets/images/41569-1.jpg"
25009,"41570","1","Mixels","Series 8","2016","Skrubz",,68,,4.99,,,"http://images.brickset.com/sets/images/41570-1.jpg"
25010,"41571","1","Mixels","Series 8","2016","Tuth",,67,,4.99,,,"http://images.brickset.com/sets/images/41571-1.jpg"
26033,"41572","1","Mixels","Series 9","2016","Gobbol",,62,,4.99,,,
26034,"41573","1","Mixels","Series 9","2016","Sweepz",,61,,4.99,,,
26035,"41574","1","Mixels","Series 9","2016","Compax",,66,,4.99,,,
26036,"41575","1","Mixels","Series 9","2016","Cobrax",,64,,4.99,,,
26037,"41576","1","Mixels","Series 9","2016","Spinza",,60,,4.99,,,
26038,"41577","1","Mixels","Series 9","2016","Mysto",,64,,4.99,,,
26039,"41578","1","Mixels","Series 9","2016","Screeno",,73,,4.99,,,
26040,"41579","1","Mixels","Series 9","2016","Camsta",,62,,4.99,,,
26041,"41580","1","Mixels","Series 9","2016","Myke",,63,,4.99,,,
24800,"42044","1","Technic","","2016","Display Team Jet",,113,7.99,12.99,15.99,9.99,"http://images.brickset.com/sets/images/42044-1.jpg"
24801,"42045","1","Technic","","2016","Hydroplane Racer",,180,14.99,19.99,24.99,14.99,"http://images.brickset.com/sets/images/42045-1.jpg"
24802,"42046","1","Technic","","2016","Getaway Racer",,170,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/42046-1.jpg"
24803,"42047","1","Technic","","2016","Police Interceptor",,185,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/42047-1.jpg"
24804,"42048","1","Technic","","2016","Race Kart",,345,24.99,29.99,39.99,26.99,"http://images.brickset.com/sets/images/42048-1.jpg"
24805,"42049","1","Technic","","2016","Mine Loader",,476,29.99,49.99,64.99,39.99,"http://images.brickset.com/sets/images/42049-1.jpg"
24907,"42050","1","Technic","","2016","Drag Racer",,647,49.99,79.99,99.99,59.99,"http://images.brickset.com/sets/images/42050-1.jpg"
25600,"42051","1","Technic","","2016","Airport Rescue Vehicle",,,,,,,
24908,"42052","1","Technic","","2016","Heavy Lift Helicopter",,1042,99.99,139.99,179.99,119.99,"http://images.brickset.com/sets/images/42052-1.jpg"
24909,"42053","1","Technic","","2016","Volvo EW 160E",,,,,,,"http://images.brickset.com/sets/images/42053-1.jpg"
24910,"42054","1","Technic","","2016","Claas Xerion 5000 Tractor",,,,,,,"http://images.brickset.com/sets/images/42054-1.jpg"
24911,"42055","1","Technic","","2016","Bucket Wheel Excavator",,3927,179.99,,,,"http://images.brickset.com/sets/images/42055-1.jpg"
25610,"42056","1","Technic","","2016","{Porsche Supercar}",,,,,,,
25949,"45300","1","Education","","2016","WeDo 2.0 Core Set",,280,,,,,"http://images.brickset.com/sets/images/45300-1.jpg"
25955,"45301","1","Education","","2016","WeDo 2.0 Smart Hub",,,,,,,"http://images.brickset.com/sets/images/45301-1.jpg"
25956,"45302","1","Education","","2016","WeDo 2.0 Smarthub Rechargeable Battery",,,,,,,"http://images.brickset.com/sets/images/45302-1.jpg"
25954,"45303","1","Education","","2016","WeDo 2.0 Medium Motor",,,,,,,"http://images.brickset.com/sets/images/45303-1.jpg"
25953,"45304","1","Education","","2016","WeDo 2.0 Motion Sensor",,,,,,,"http://images.brickset.com/sets/images/45304-1.jpg"
25957,"45305","1","Education","","2016","WeDo 2.0 Tilt Sensor",,,,,,,"http://images.brickset.com/sets/images/45305-1.jpg"
26018,"60100","1","City","Airport","2016","Airport Starter Set",,81,8.99,,,,"http://images.brickset.com/sets/images/60100-1.jpg"
26019,"60101","1","City","Airport","2016","Airport Cargo Plane",,157,,,,,"http://images.brickset.com/sets/images/60101-1.jpg"
26020,"60102","1","City","Airport","2016","Airport VIP Service",,364,,,,,"http://images.brickset.com/sets/images/60102-1.jpg"
26021,"60103","1","City","Airport","2016","Airport Air Show",,670,,,,,"http://images.brickset.com/sets/images/60103-1.jpg"
26017,"60104","1","City","Airport","2016","Airport Passenger Terminal",,694,,,,,"http://images.brickset.com/sets/images/60104-1.jpg"
24976,"60105","1","City","Fire","2016","Fire ATV",1,64,4.99,6.99,8.99,5.99,"http://images.brickset.com/sets/images/60105-1.jpg"
24675,"60106","1","City","Fire","2016","Fire Starter Set",,90,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/60106-1.jpg"
24676,"60107","1","City","Fire","2016","Fire Ladder Truck",2,214,17.99,24.99,29.99,19.99,"http://images.brickset.com/sets/images/60107-1.jpg"
24677,"60108","1","City","Fire","2016","Fire Response Unit",,257,24.99,39.99,49.99,29.99,"http://images.brickset.com/sets/images/60108-1.jpg"
24678,"60109","1","City","Fire","2016","Fire Boat",,412,59.99,79.99,99.99,69.99,"http://images.brickset.com/sets/images/60109-1.jpg"
24912,"60110","1","City","Fire","2016","Fire Station",,919,79.99,99.99,129.99,99.99,"http://images.brickset.com/sets/images/60110-1.jpg"
24679,"60111","1","City","Fire","2016","Fire Utility Truck",3,368,29.99,39.99,49.99,34.99,"http://images.brickset.com/sets/images/60111-1.jpg"
24913,"60112","1","City","Fire","2016","Fire Engine",,376,34.99,49.99,64.99,39.99,"http://images.brickset.com/sets/images/60112-1.jpg"
24680,"60113","1","City","Traffic","2016","Rally Car",,104,7.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/60113-1.jpg"
24681,"60114","1","City","Harbour","2016","Race Boat",,95,7.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/60114-1.jpg"
24682,"60115","1","City","Traffic","2016","4 x 4 Off Roader",,176,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/60115-1.jpg"
24683,"60116","1","City","Medical","2016","Ambulance Plane",,183,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/60116-1.jpg"
24684,"60117","1","City","Traffic","2016","Van & Caravan",2,250,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/60117-1.jpg"
24685,"60118","1","City","Traffic","2016","Garbage Truck",,248,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/60118-1.jpg"
24686,"60119","1","City","Harbour","2016","Ferry",2,301,24.99,29.99,39.99,29.99,"http://images.brickset.com/sets/images/60119-1.jpg"
25926,"60120","1","City","Volcano Explorers","2016","Volcano Starter Set",,83,,,,,"http://images.brickset.com/sets/images/60120-1.jpg"
25927,"60121","1","City","Volcano Explorers","2016","Volcano Exploration Truck",,175,,,,,"http://images.brickset.com/sets/images/60121-1.jpg"
25928,"60122","1","City","Volcano Explorers","2016","Volcano Crawler",,324,,,,,"http://images.brickset.com/sets/images/60122-1.jpg"
25929,"60123","1","City","Volcano Explorers","2016","Volcano Supply Helicopter",,330,,,,,"http://images.brickset.com/sets/images/60123-1.jpg"
25930,"60124","1","City","Volcano Explorers","2016","Volcano Exploration Base",,824,,,,,"http://images.brickset.com/sets/images/60124-1.jpg"
24914,"60126","1","City","Police","2016","Tire Escape",2,47,4.99,6.99,8.99,5.99,"http://images.brickset.com/sets/images/60126-1.jpg"
24687,"60127","1","City","Police","2016","Prison Island Starter Set",4,92,8.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/60127-1.jpg"
24688,"60128","1","City","Police","2016","Police Pursuit",,184,17.99,24.99,29.99,19.99,"http://images.brickset.com/sets/images/60128-1.jpg"
24689,"60129","1","City","Police","2016","Police Patrol Boat",,200,34.99,49.99,59.99,39.99,"http://images.brickset.com/sets/images/60129-1.jpg"
24915,"60130","1","City","Police","2016","Prison Island",8,754,69.99,89.99,119.99,79.99,"http://images.brickset.com/sets/images/60130-1.jpg"
24916,"60131","1","City","Police","2016","Crooks Island",,244,24.99,29.99,39.99,29.99,"http://images.brickset.com/sets/images/60131-1.jpg"
25931,"60132","1","City","Traffic","2016","Service Station",,515,,,,,"http://images.brickset.com/sets/images/60132-1.jpg"
26066,"60133","1","City","Seasonal","2016","City Advent Calendar",,290,,,,,
25932,"60134","1","City","General","2016","Fun in the Park - City People Pack",,157,34.99,,,,"http://images.brickset.com/sets/images/60134-1.jpg"
24756,"70310","1","Nexo Knights","","2016","Knighton Battle Blaster",2,76,7.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70310-1.jpg"
24757,"70311","1","Nexo Knights","","2016","Chaos Catapult",2,93,7.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70311-1.jpg"
24758,"70312","1","Nexo Knights","","2016","Lance's Mecha Horse",3,237,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/70312-1.jpg"
24759,"70313","1","Nexo Knights","","2016","Moltor's Lava Smasher",2,187,17.99,19.99,24.99,19.99,"http://images.brickset.com/sets/images/70313-1.jpg"
24917,"70314","1","Nexo Knights","","2016","Beast Master's Chaos Chariot",2,314,24.99,29.99,39.99,32.99,"http://images.brickset.com/sets/images/70314-1.jpg"
24760,"70315","1","Nexo Knights","","2016","Clay's Rumble Blade",,367,29.99,39.99,49.99,39.99,"http://images.brickset.com/sets/images/70315-1.jpg"
24761,"70316","1","Nexo Knights","","2016","Jestro's Evil Mobile",,658,39.99,59.99,74.99,49.99,"http://images.brickset.com/sets/images/70316-1.jpg"
24918,"70317","1","Nexo Knights","","2016","The Fortrex",7,1140,79.99,99.99,129.99,99.99,"http://images.brickset.com/sets/images/70317-1.jpg"
25633,"70318","1","Nexo Knights","","2016","The Glob Lobber",,95,7.99,9.99,,,"http://images.brickset.com/sets/images/70318-1.jpg"
25634,"70319","1","Nexo Knights","","2016","Macy's Thunder Mace",,202,17.99,19.99,,,"http://images.brickset.com/sets/images/70319-1.jpg"
25635,"70320","1","Nexo Knights","","2016","Aaron Fox's Aero-Striker V2",,301,29.99,29.99,,,"http://images.brickset.com/sets/images/70320-1.jpg"
25636,"70321","1","Nexo Knights","","2016","General Magmar's Siege Machine of Doom",,516,34.99,49.99,,,"http://images.brickset.com/sets/images/70321-1.jpg"
25637,"70322","1","Nexo Knights","","2016","Axl's Tower Carrier",,670,39.99,69.99,,,"http://images.brickset.com/sets/images/70322-1.jpg"
25638,"70323","1","Nexo Knights","","2016","Jestro's Volcano Lair",,1186,99.99,119.99,,,"http://images.brickset.com/sets/images/70323-1.jpg"
25639,"70324","1","Nexo Knights","","2016","Merlok's Library 2.0",3,288,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/70324-1.jpg"
25640,"70325","1","Nexo Knights","","2016","Infernox captures the Queen",,253,19.99,24.99,29.99,24.99,"http://images.brickset.com/sets/images/70325-1.jpg"
25641,"70326","1","Nexo Knights","","2016","The Black Knight Mech",,530,,39.99,,,
25642,"70327","1","Nexo Knights","","2016","The King's Mech",3,375,29.99,29.99,39.99,32.99,"http://images.brickset.com/sets/images/70327-1.jpg"
24762,"70330","1","Nexo Knights","Ultimate","2016","Ultimate Clay",1,72,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70330-1.jpg"
24763,"70331","1","Nexo Knights","Ultimate","2016","Ultimate Macy",1,101,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70331-1.jpg"
24765,"70332","1","Nexo Knights","Ultimate","2016","Ultimate Aaron",1,82,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70332-1.jpg"
24764,"70333","1","Nexo Knights","Ultimate","2016","Ultimate Robin",1,75,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70333-1.jpg"
24766,"70334","1","Nexo Knights","Ultimate","2016","Ultimate Beast Master",1,65,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70334-1.jpg"
24767,"70335","1","Nexo Knights","Ultimate","2016","Ultimate Lavaria",1,69,6.99,9.99,12.99,9.99,"http://images.brickset.com/sets/images/70335-1.jpg"
25629,"70336","1","Nexo Knights","Ultimate","2016","Ultimate Axl",,69,6.99,9.99,,,
25630,"70337","1","Nexo Knights","Ultimate","2016","Ultimate Lance",,75,6.99,9.99,,,
25631,"70338","1","Nexo Knights","Ultimate","2016","Ultimate General Magmar",,64,6.99,9.99,,,
25632,"70339","1","Nexo Knights","Ultimate","2016","Ultimate Flama",,67,6.99,9.99,,,
25620,"70588","1","Ninjago","Rise of the Villains","2016","Titanium Ninja Tumbler ",,342,24.99,29.99,,,
25621,"70589","1","Ninjago","Rise of the Villains","2016","Rock Roader",,406,34.99,39.99,,,"http://images.brickset.com/sets/images/70589-1.jpg"
25628,"70590","1","Ninjago","","2016","Airjitzu Battle Grounds",,666,,59.99,,,
25622,"70591","1","Ninjago","Skybound","2016","Kryptarium Prison Breakout",,207,17.99,19.99,,,"http://images.brickset.com/sets/images/70591-1.jpg"
25623,"70592","1","Ninjago","Rise of the Villains","2016","Salvage M.E.C.",,439,34.99,39.99,,,"http://images.brickset.com/sets/images/70592-1.jpg"
25624,"70593","1","Ninjago","Skybound","2016","The Green NRG Dragon",,567,39.99,49.99,,,"http://images.brickset.com/sets/images/70593-1.jpg"
25625,"70594","1","Ninjago","Skybound","2016","The Lighthouse Siege",,767,59.99,69.99,,,"http://images.brickset.com/sets/images/70594-1.jpg"
25626,"70595","1","Ninjago","Rise of the Villains","2016","Ultra Stealth Raider",,1093,79.99,119.99,,,"http://images.brickset.com/sets/images/70595-1.jpg"
25627,"70596","1","Ninjago","Rise of the Villains","2016","Samurai X Cave Chaos",,1253,,119.99,,,
24768,"70599","1","Ninjago","Skybound","2016","Cole's Dragon",,98,7.99,9.99,,9.99,"http://images.brickset.com/sets/images/70599-1.jpg"
24769,"70600","1","Ninjago","Skybound","2016","Ninja Bike Chase",,231,17.99,19.99,,19.99,"http://images.brickset.com/sets/images/70600-1.jpg"
24919,"70601","1","Ninjago","Skybound","2016","Sky Shark",,221,17.99,19.99,,19.99,"http://images.brickset.com/sets/images/70601-1.jpg"
24770,"70602","1","Ninjago","Skybound","2016","Jay's Elemental Dragon",,350,24.99,29.99,,34.99,"http://images.brickset.com/sets/images/70602-1.jpg"
24771,"70603","1","Ninjago","Skybound","2016","Raid Zeppelin",3,294,24.99,29.99,,32.99,"http://images.brickset.com/sets/images/70603-1.jpg"
24772,"70604","1","Ninjago","Skybound","2016","Tiger Widow Island",,450,39.99,49.99,,49.99,"http://images.brickset.com/sets/images/70604-1.jpg"
24920,"70605","1","Ninjago","Skybound","2016","Misfortune's Keep",,754,69.99,79.99,,89.99,"http://images.brickset.com/sets/images/70605-1.jpg"
25576,"71011","0","Collectable Minifigures","Series 15","2016","LEGO Minifigures - Series 15 {Random bag}",,,,,,,"http://images.brickset.com/sets/images/71011-0.jpg"
25592,"71011","1","Collectable Minifigures","Series 15","2016","Farmer",1,,,,,,"http://images.brickset.com/sets/images/71011-1.jpg"
25577,"71011","2","Collectable Minifigures","Series 15","2016","Astronaut",1,,,,,,"http://images.brickset.com/sets/images/71011-2.jpg"
25578,"71011","3","Collectable Minifigures","Series 15","2016","Frightening Knight",1,,,,,,"http://images.brickset.com/sets/images/71011-3.jpg"
